project,file,line,key_path,value_snippet,issue_type,severity,suggested_fix_hint
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,158,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,159,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,160,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,161,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,162,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,163,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,164,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,165,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,166,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,167,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,168,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,169,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,170,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,171,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,172,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,173,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,174,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,175,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,176,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,177,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,178,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,179,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,180,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,181,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,182,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,183,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,184,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,185,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,186,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,187,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,188,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,189,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,190,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,191,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,192,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,193,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,194,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,195,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
docs,generated_repos\agent-build-007-2-1-1\docs\BLANKS_REMEDIATION_PLAN.md,196,(line),| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized content. | @THESPR,placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,27,(line),"""value_snippet"": ""13. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_AUDIT.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,28,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,30,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,37,(line),"""value_snippet"": ""14. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,38,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,40,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,47,(line),"""value_snippet"": ""15. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,48,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,50,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,57,(line),"""value_snippet"": ""16. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,58,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,60,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,67,(line),"""value_snippet"": ""17. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,68,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,70,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,77,(line),"""value_snippet"": ""18. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,78,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,80,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,87,(line),"""value_snippet"": ""19. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,88,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,90,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,97,(line),"""value_snippet"": ""20. [MEDIUM] placeholder \u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,98,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,100,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,107,(line),"""value_snippet"": ""| docs | BLANKS_AUDIT.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized conte",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,108,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,110,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,117,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,118,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,120,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,127,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,128,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,130,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,137,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,138,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,140,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,147,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,148,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,150,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,157,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,158,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,160,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,167,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,168,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,170,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,177,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,178,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,180,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,187,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,188,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,190,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,197,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,198,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,200,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,207,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,208,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,210,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,217,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,218,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,220,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,227,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,228,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,230,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,237,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,238,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,240,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,247,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,248,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,250,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,257,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,258,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,260,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,267,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,268,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,270,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,277,(line),"""value_snippet"": ""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with fina",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,278,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
